,RL,Random,Greedy
121,335.94419370477186,529.9065850445801,809.3131067096566
122,367.2331946546304,528.44199773767,733.6228885777957
123,321.04818635603,567.4013224891403,802.8168480772459
124,379.50740383128436,526.0862465366354,718.5786135057857
125,435.4340517484028,519.065929131126,697.2988776166018
126,388.40205330793344,524.8212669560256,797.6706241469133
127,422.3422898014231,577.6293600355209,797.1368771604941
128,424.57816738159545,555.2304498043153,783.5674926327761
129,371.2359394126253,487.59704690201886,796.530243399873
130,364.59741451081965,522.014926885892,757.6578103781916
131,344.85988569616626,532.6014883389646,744.0176419614229
132,436.0800539896203,529.0606769511821,745.107931353656
133,383.27876312432915,545.3512695453129,789.9837946569643
134,407.1309549686057,556.1479686505679,818.5036605258445
135,406.7634728336444,468.8656355590623,763.877252526361
136,413.5323854075847,554.9098578271089,730.9074362443046
137,356.93566693322947,516.4183066392347,752.6867782564206
138,381.45536005923117,512.9575970527653,734.2658274447939
139,382.34049016435057,469.9133619577531,786.8086525138797
140,390.81151417881836,494.33117759155084,725.3272946612299
141,328.27084687381694,508.52972909787934,730.5568965689988
142,356.9999999594367,519.9235083757151,785.7337091516305
143,394.72262717543464,486.93762242589935,819.981081265574
144,405.81953532756825,590.3322417215231,738.2052554781533
145,386.23600081469925,515.6716630655628,752.6478914481007
146,379.30878995075244,538.7676853920077,793.7871343287657
147,416.71499978068607,501.24616723947474,732.5039597317758
148,401.970399521774,522.2903937679047,755.8194911852931
149,349.09324629792695,498.7107262491396,746.2671892522142
150,354.9961188875489,484.6000017076155,710.6024510024615
151,394.68313527990824,527.946176732976,702.0002514903465
152,448.4473419777496,518.8558264323073,765.7846332226397
153,344.9138798825205,505.32405137701,762.3248505392627
154,388.50454641211866,553.9468270069477,741.6306073783005
155,342.5458908134588,520.9231600277841,792.3733819030217
156,344.8732690127629,536.3598715830688,751.3835016076608
157,417.9216338632553,525.8271426290069,733.6492113540985
158,431.69895928842544,571.2160262477579,836.9049034215234
159,375.904680351346,520.5434102163373,669.4912634998827
160,408.9765711565293,566.9495107141364,756.9064081562881
161,333.79308954134115,531.8620005368642,780.7087797173971
162,439.1807728296235,515.9506646459247,720.6379677948781
163,352.5201500761422,518.6892547673174,780.4571622552323
164,409.3020095140437,555.6368899400376,830.6676827542824
165,399.7619523688894,571.8273041144095,714.865965442195
166,478.1501388148452,543.2567308292324,792.5161723884409
167,394.8440876483374,502.0040223974576,778.7230448932935
168,411.01118433874507,499.31719584220446,762.0096381600302
169,492.8373281792213,516.0132029334666,749.8757885435705
170,392.9616503419526,533.8239369534348,740.2602577905914
171,387.3709412404183,584.1723161042337,761.6772493051602
172,387.54503469559046,511.7142147338112,760.1792908073727
173,474.45547011315256,529.8774822758473,756.3925887284778
174,387.3931801298944,542.7402708338102,767.6673070877107
175,349.0305635445631,530.5081630680068,758.9523823754231
176,331.05858950180294,510.5254009177387,775.3350560905895
177,417.29606790268315,552.9270510073646,770.5360877698465
178,394.85165826125683,530.7447325981813,724.5471173271437
179,384.08861482425215,540.2490726434837,772.9034186836739
180,315.5541160629236,547.9558772655128,776.256352406683
181,366.82688362263235,503.39768747946647,753.6255341807639
182,413.3287977516413,492.19369133429944,818.8569348317537
183,413.3223971460114,544.5979456404937,718.4504249341422
184,453.13725218751796,500.44310820951887,767.6966914916604
185,428.31372565074116,506.30831791503135,698.5569345664284
186,425.96604857603523,547.1112652093061,729.524036855579
187,445.6241817148815,468.81471283867234,774.8232651871468
188,385.92978460791846,553.0585702793625,813.0457076653518
189,374.49024144295265,531.803678267642,764.8548280127872
190,409.550953776371,554.7843020141474,747.6934122838659
191,416.64435824014265,555.651282346599,750.7671799129319
192,381.3519770754046,578.8842353604584,734.7317849681933
193,407.26019752714757,544.1017210427733,756.6598862413218
194,422.95134721801116,555.698304641089,839.5432233020041
195,453.860561527363,494.74118442993375,780.7361173284378
196,467.40564832159015,471.347866614101,722.7247069813363
197,390.4759411485002,497.2664215394273,751.978320009024
198,310.7798537964029,540.2799415088627,718.2344637801183
199,443.24369394867483,533.3310310629984,760.0052656263024
200,403.80504371233263,533.0389850909471,798.211513641127
201,394.53494972635747,512.0739212855112,682.4786535301321
202,397.2704220702859,546.2048705015721,769.5462709161754
203,437.75104869544913,533.1257855892346,746.9560656280388
204,369.6479270626199,501.4706180499396,779.0223254714863
205,343.4074399298496,545.4429847433263,800.5010141131766
206,353.5881692409132,524.0453718175186,701.97327746305
207,407.39321079050785,567.8560361294254,759.0545003877082
208,387.5844095077652,535.035182577296,789.6050409877284
209,368.38835263094956,481.26370218398415,752.3122133690598
210,423.3347999355991,509.91077650710196,739.1514786805585
211,420.7508783378221,557.5908388249127,669.0229983929728
212,480.13889590086603,502.9440815671989,735.4220290787156
213,319.43924058185127,526.0984089748497,746.7409818836331
214,400.22319615291747,559.5552783926992,712.3665483303466
215,370.6669040880103,501.6551143661366,790.7584165801785
216,459.8653582080245,542.4712576384665,758.0981334151359
217,465.7264941505018,583.2062160130836,761.7299600083973
218,397.9591765391108,562.113542789717,758.196473984682
219,480.58048376732324,600.0162764613094,776.9377023908347
220,445.797640385658,519.0274409270257,750.3336456490126
221,474.1228958588449,552.4025848794859,755.3740412278066
222,323.8673062058638,532.2899880394352,784.6447587892383
223,414.04463380860886,531.203655846296,816.0163792996143
224,354.71070303708944,517.1255341676211,745.9452216175758
225,370.05951380994213,504.6047215977957,704.0273096076817
226,400.70053240329014,547.7708811699043,762.0264815283072
227,376.0889871881764,550.2234046294786,792.9186033029507
228,401.66182482433726,534.6674933192756,740.2774792257709
229,418.2533478444827,508.52334277124754,778.0012218171972
230,434.20901546726554,500.5641274341985,744.7312241413287
231,489.09837219893024,517.8396457663033,775.816816723333
232,337.3580460860538,525.4880179035425,708.3179378999109
233,451.5869403442872,524.1585504521684,737.9329102133543
234,403.7224020205694,470.65328645551165,763.8469310329855
235,405.62705341750865,553.6006567551883,723.9391305755166
236,422.9011473202563,500.4841427520376,779.565200137661
237,358.664881571457,537.6193338941256,774.301896989525
238,449.9791789994139,476.08097946518103,784.5178645733937
239,407.6247026957899,560.4549476265723,739.6890797211483
240,390.0550437313338,478.54112309993826,835.2761061771001
241,363.3004385963815,552.0856297023586,716.8696816561703
242,350.4039262415807,509.22871062067605,791.8302176298987
243,393.64307877914905,530.6206194177689,680.4718931278768
244,388.2334630103113,540.0507222881009,747.3327470349475
245,405.7184306850417,521.2785162002335,789.1279023837199
246,418.7727745574355,514.3441921779436,835.9646017288921
247,374.4117950563475,526.8822089494186,759.98512789862
248,317.4940262612499,574.582872627049,736.3509076440486
249,364.5308217415517,536.3298866776934,728.2981187564817
250,504.477417699368,537.4080345154414,728.3430543149952
251,415.5128464764045,526.3636232231127,739.1750351115545
252,393.44296671103285,527.0722252206577,802.6649521120498
253,387.04307638409693,494.0759621139181,766.5407002724621
254,375.88089855068694,557.8192879175398,772.8410099490881
255,401.3595079021468,577.8066480099221,734.5259808101707
256,426.3853248751481,515.4519085664126,723.4786865275062
257,421.28551474863514,531.0885114536688,754.0347509018106
258,362.934156792014,450.504876587236,767.9397767771071
259,434.93038136397354,487.94056697763136,786.9882109916962
260,335.2802242744221,502.56786367084106,741.6390319563759
261,416.6906297693375,540.6938500269509,766.5830856846875
262,403.9480417548666,587.1046983297354,665.3480479107868
263,366.92327199844027,504.7090518343878,838.7140240347619
264,391.4644879527035,509.3273072148501,801.4165848856686
265,353.4157552426218,524.0702750136319,720.3376134612745
266,363.84563954099997,559.0386800842602,730.7269792049497
267,364.5260096796631,540.1319120303658,752.3952401017249
268,413.75919193008957,559.5245104962075,758.7189468912395
269,425.26755698185815,531.9368011493195,718.9219852546038
270,371.71911302422444,536.865614511956,756.2610008398665
271,393.25409301572233,515.6868808454999,753.5458456883092
272,334.04737103208913,518.6616167146617,784.3193277788839
273,350.8535926106441,548.7686307898505,769.2308126233941
274,405.53279646387983,525.162465771001,781.948189117194
275,469.36813642326854,511.7621112473054,722.3902450992092
276,426.1261530078591,499.37992383621076,789.7300180489967
277,385.10124073796095,504.00030630237745,727.130384381408
278,451.00562506967134,499.10836816478513,725.5536463490935
279,409.33074784773237,545.7725739219364,738.392232860896
280,378.4449707530388,536.1887232284369,827.5429760172581
281,376.7299702218624,512.2155620852683,803.3010465021474
282,434.1406360091405,546.2866255304796,712.5824925441062
283,358.0710302158144,570.8128888604363,708.6518754646372
284,382.1009755302253,547.5897270277975,752.2106960943738
285,364.2083665524372,517.3563156631209,769.7457837530849
286,414.17054471628444,473.8535840976292,775.1192527668035
287,393.8787315027826,517.5378491470539,773.5817639977253
288,372.4503011075907,543.3725156151357,734.2758106312982
289,372.1212145779072,529.4547902322122,818.952950913849
290,343.2644385319787,592.2066148487125,782.5593049043582
291,491.91914122357457,539.787265278986,683.7822171703672
292,376.25530381813513,523.9096833068883,758.0945959776583
293,418.5544456035116,499.7637691485228,760.6633624290541
294,402.92884777711515,561.2354109964683,726.1444638498418
295,366.2726405831061,511.62875255979986,767.5655044479903
296,467.4106405799499,526.8921987842593,740.3458753374547
297,452.3277677304912,542.96036076126,800.5933736211883
298,334.70287026204346,546.3542076396416,743.7530017242882
299,425.258198312533,543.6974485604668,774.5929132009004
300,387.6635879036849,506.2426176495075,799.1491956868325
301,432.85602027196745,548.6337771854508,745.6388156467158
302,572.67575973371,501.89852015869894,806.1588763585046
303,505.23983484771395,499.6883070934347,726.1134306591828
304,442.2045999925796,567.5811852707194,710.9444458264977
305,487.8496132718581,521.3418903260957,814.7867606626119
306,338.47773667761385,509.29931892527384,798.3734673092528
307,389.73987560874485,495.1445261866925,761.4958507902913
308,401.71091465517696,546.4390360435588,866.3687625852008
309,376.03973608591093,560.7417350141683,757.2905696510168
310,435.754224424548,540.5238602330749,769.2909075953033
311,384.5469416118396,533.8707353469579,769.9380607297592
312,389.2358843186904,507.94900186519754,777.579880824153
313,372.4497488626604,533.2877427909227,750.2789570768147
314,377.5622977597984,526.1309836748501,781.3712420434175
315,405.63155350604495,543.7974662937087,838.0736953229109
316,433.7050934371067,556.8648135911819,736.030129562927
317,467.4145276836192,527.4949980987359,792.9486921387481
318,440.5472975078334,520.0255111413247,782.5453797852194
319,353.53342157371924,501.1618397440382,759.0800058137607
320,415.76781829224655,506.3102398820055,806.9606950956376
321,436.66554239911665,524.8343650301497,760.595114461277
322,385.00721129691067,534.9563423583121,748.0113557188677
323,467.4231141169451,518.9500648959745,773.4142430825261
324,461.1468869719153,517.329184928045,737.9481259487295
325,433.97143494806306,501.53825466457977,727.1719747758378
326,420.4593820286649,506.11546352834523,742.634693306866
327,420.1718636832393,530.443701508302,776.6538168349176
328,425.00259743214866,531.3920642127589,715.4032015640187
329,338.9677867068591,595.1117809486576,763.7531738858266
330,346.5120563629528,516.4758698610237,771.8843353574309
331,353.0016103241528,554.3706309218294,738.0262182026199
332,435.0470175982952,525.1602464270661,731.9728252208458
333,435.77801201208274,588.8808284261905,787.8241134138501
334,364.3032255641323,531.2164605324436,857.5595373564345
335,445.0080448761244,517.3388941748124,732.5650360430689
336,393.50053927342867,512.2168894491144,755.2352168876132
337,308.9811316370075,518.397816784621,768.830870480055
338,287.7011498790233,531.1613780569503,745.0578712782678
339,268.25509812741916,513.6738740234957,753.3057900040033
340,364.2770582290088,571.3931829039429,805.1102871053216
341,513.0644159115616,503.06398203796743,752.6346056433609
342,498.9956291749737,535.0042337819363,732.7321425972605
343,479.98327116058465,505.569078497458,758.9120527786814
344,338.35950697474607,498.2457270049267,739.0194934290882
345,359.93668397712247,510.3446809840786,790.9639454015692
346,441.23242976912354,511.10348749535035,739.1981419881248
347,532.0723004121797,533.2638544059815,718.4467063591494
348,537.8105173653262,539.9947876881766,751.3375125521886
349,579.4551922271341,492.7502146614215,736.5755343237795
350,344.8052516470176,510.1302445191858,724.3973850370913
351,411.4322116694966,523.4240824280471,765.9210885890437
352,462.30460499252547,512.7819605002118,766.4320927389019
353,557.9862628603657,532.7684060670447,788.6915771158851
354,522.0851064216798,509.15755358748595,733.9690067111238
355,456.97560713608493,557.2959671242063,715.256759458596
356,346.67077266060835,511.2320799497628,728.5837935937832
357,387.7660563086661,487.7901314270272,751.684766025172
358,528.7056520470521,531.0359424599187,749.1141638324908
