,Random,Greedy,A3C
0,3.557423783507,4.359141500000002,2.6473
1,3.0464639999999994,7.62717792565,0.8877815000000002
2,5.999568129999999,10.005405275900001,1.537806
3,3.97539626065,11.096079974509003,0.5922500000000002
4,6.8185038822,7.545709830409,2.057707
5,4.304862740599999,11.965028922087154,0.73859530075
6,4.0830410599999984,8.550009249405843,1.6009
7,4.680172119999999,11.684468090000003,2.6639355849999995
8,4.451213,6.42382456,1.363058
9,5.49089706,5.912650555940595,1.1172075
10,5.43910938065,8.0955087,1.3238823809500004
11,3.110817,6.1617180009901,0.495
12,5.409363703413999,10.02619245145,1.8595575000000004
13,3.825370499999999,8.577403006990595,1.7617
14,3.0287645000000003,9.4590485,6.05556
15,3.2826,9.158008918072122,1.4113000000000002
16,3.5190065000000006,10.155462739956773,2.0435054999999998
17,6.901434407014001,11.785274710000003,1.2926195650000003
18,7.4774297400000025,8.096107996513002,1.0170059999999999
19,4.6272234999999995,9.381265900000002,2.110764
20,5.6909075,5.789364800749999,3.4039779999999995
21,10.777489429509002,14.546258939999998,2.27935
22,7.280241260159,7.69047564,1.658107
23,4.8255431049999995,9.967026745,5.0075903857
24,5.7940972649999996,12.2678773967,2.9126329210499997
25,4.060110999999999,8.45736628055438,2.0097145000000003
26,3.673421505009999,6.251948090742576,0.0
27,5.599859020940594,9.412818000000001,2.304336
28,3.1467395849999997,12.289089745000002,1.7834816120480799
29,7.225583842087623,14.459264174999998,3.5965550800000003
30,6.748286096498278,16.112690238225657,5.638699999999999
31,3.1301195649999993,9.312727045850002,2.67225
32,8.000586300850001,8.883709095,3.4782330000000004
33,5.3081214999999995,13.837625890000004,2.83722408
34,3.919315075,12.8307226216,1.5701358542584998
35,4.30830922,7.056844,1.7642740799999999
36,3.1699075,11.833785611150002,5.790980500000001
37,3.3230655,8.633997575,1.608130075
38,4.192543090000001,8.257309180000004,4.990901170000002
39,8.474339664999997,8.181050967000001,1.3034000000000001
40,3.8399185850000004,9.439213104999999,0.65135
41,5.669671499999999,9.7976270367595,2.1850270899999997
42,5.273347634999999,6.784593564999999,1.0762999999999998
